month,year,location,new_deaths,new_vaccinations,ratio
1,2022,Uzbekistan,79.0,448984.0,0.00018
1,2022,Vietnam,5383.0,6448448.0,0.00083
1,2022,Yemen,28.0,0.0,0.00000
2,2020,Afghanistan,0.0,0.0,0.00000
2,2020,Armenia,0.0,0.0,0.00000
2,2020,Bahrain,0.0,0.0,0.00000
2,2020,Cambodia,0.0,0.0,0.00000
2,2020,China,2622.0,0.0,0.00000
2,2020,Georgia,0.0,0.0,0.00000
2,2020,Hong Kong,2.0,0.0,0.00000
2,2020,India,0.0,0.0,0.00000
2,2020,Iran,43.0,0.0,0.00000
2,2020,Iraq,0.0,0.0,0.00000
2,2020,Israel,0.0,0.0,0.00000
2,2020,Japan,6.0,0.0,0.00000
2,2020,Kuwait,0.0,0.0,0.00000
2,2020,Lebanon,0.0,0.0,0.00000
2,2020,Macao,0.0,0.0,0.00000
2,2020,Malaysia,0.0,0.0,0.00000
2,2020,Nepal,0.0,0.0,0.00000
2,2020,Oman,0.0,0.0,0.00000
2,2020,Pakistan,0.0,0.0,0.00000
2,2020,Philippines,1.0,0.0,0.00000
2,2020,Qatar,0.0,0.0,0.00000
2,2020,Singapore,0.0,0.0,0.00000
2,2020,South Korea,16.0,0.0,0.00000
2,2020,Sri Lanka,0.0,0.0,0.00000
2,2020,Taiwan,1.0,0.0,0.00000
2,2020,Thailand,0.0,0.0,0.00000
2,2020,United Arab Emirates,0.0,0.0,0.00000
2,2020,Vietnam,0.0,0.0,0.00000
2,2021,Afghanistan,43.0,0.0,0.00000
2,2021,Armenia,112.0,0.0,0.00000
2,2021,Azerbaijan,88.0,0.0,0.00000
2,2021,Bahrain,74.0,0.0,0.00000
2,2021,Bangladesh,281.0,1938619.0,0.00014
2,2021,Bhutan,0.0,0.0,0.00000
2,2021,Brunei,0.0,0.0,0.00000
2,2021,Cambodia,0.0,50599.0,0.00000
2,2021,China,31.0,0.0,0.00000
2,2021,Georgia,332.0,0.0,0.00000
2,2021,Hong Kong,18.0,14587.0,0.00123
2,2021,India,2765.0,10078106.0,0.00027
2,2021,Indonesia,6168.0,1789566.0,0.00345
2,2021,Iran,2114.0,3000.0,0.70467
2,2021,Iraq,359.0,0.0,0.00000
2,2021,Israel,956.0,3173248.0,0.00030
2,2021,Japan,2144.0,15556.0,0.13782
2,2021,Jordan,385.0,0.0,0.00000
2,2021,Kazakhstan,263.0,0.0,0.00000
2,2021,Kuwait,124.0,0.0,0.00000
2,2021,Kyrgyzstan,54.0,0.0,0.00000
2,2021,Laos,0.0,0.0,0.00000
2,2021,Lebanon,1610.0,30289.0,0.05315
2,2021,Macao,0.0,3293.0,0.00000
2,2021,Malaysia,375.0,18710.0,0.02004
2,2021,Maldives,10.0,104574.0,0.00010
2,2021,Mongolia,0.0,3696.0,0.00000
2,2021,Myanmar,69.0,0.0,0.00000
2,2021,Nepal,745.0,0.0,0.00000
2,2021,North Korea,0.0,0.0,0.00000
2,2021,Northern Cyprus,0.0,0.0,0.00000
2,2021,Oman,41.0,28514.0,0.00144
2,2021,Pakistan,1213.0,0.0,0.00000
2,2021,Palestine,209.0,0.0,0.00000
2,2021,Philippines,1569.0,0.0,0.00000
2,2021,Qatar,10.0,0.0,0.00000
2,2021,Saudi Arabia,119.0,0.0,0.00000
2,2021,Singapore,0.0,345619.0,0.00000
2,2021,South Korea,180.0,3108.0,0.05792
2,2021,Sri Lanka,148.0,394032.0,0.00038
2,2021,Syria,106.0,0.0,0.00000
2,2021,Taiwan,1.0,0.0,0.00000
2,2021,Tajikistan,0.0,0.0,0.00000
2,2021,Thailand,6.0,0.0,0.00000
2,2021,Timor,0.0,0.0,0.00000
2,2021,Turkey,2576.0,6561638.0,0.00039
2,2021,Turkmenistan,0.0,0.0,0.00000
2,2021,United Arab Emirates,371.0,2686299.0,0.00014
2,2021,Uzbekistan,1.0,0.0,0.00000
2,2021,Vietnam,0.0,0.0,0.00000
2,2021,Yemen,19.0,0.0,0.00000
2,2022,Afghanistan,184.0,0.0,0.00000
2,2022,Armenia,408.0,0.0,0.00000
2,2022,Azerbaijan,683.0,687123.0,0.00099
2,2022,Bahrain,46.0,18344.0,0.00251
2,2022,Bangladesh,643.0,3913910.0,0.00016
2,2022,Bhutan,2.0,0.0,0.00000
2,2022,Brunei,27.0,0.0,0.00000
2,2022,Cambodia,17.0,1882549.0,0.00001
2,2022,China,5.0,129313000.0,0.00000
2,2022,Georgia,1183.0,71904.0,0.01645
2,2022,Hong Kong,531.0,1988710.0,0.00027
2,2022,India,17781.0,110392609.0,0.00016
2,2022,Indonesia,4015.0,20173897.0,0.00020
2,2022,Iran,4384.0,8482147.0,0.00052
2,2022,Iraq,600.0,0.0,0.00000
2,2022,Israel,1393.0,129484.0,0.01076
2,2022,Japan,4855.0,23966403.0,0.00020
2,2022,Jordan,618.0,0.0,0.00000
2,2022,Kazakhstan,429.0,2873628.0,0.00015
2,2022,Kuwait,41.0,0.0,0.00000
2,2022,Kyrgyzstan,78.0,240144.0,0.00032
2,2022,Laos,74.0,11615.0,0.00637
2,2022,Lebanon,485.0,274041.0,0.00177
2,2022,Macao,0.0,43834.0,0.00000
2,2022,Malaysia,771.0,3642722.0,0.00021
2,2022,Maldives,21.0,34281.0,0.00061
2,2022,Mongolia,60.0,7913.0,0.00758
2,2022,Myanmar,58.0,0.0,0.00000
2,2022,Nepal,193.0,379020.0,0.00051
2,2022,North Korea,0.0,0.0,0.00000
2,2022,Northern Cyprus,0.0,0.0,0.00000
2,2022,Oman,98.0,0.0,0.00000
2,2022,Pakistan,895.0,15764829.0,0.00006
2,2022,Palestine,403.0,0.0,0.00000
2,2022,Philippines,2448.0,665586.0,0.00368
2,2022,Qatar,25.0,411315.0,0.00006
2,2022,Saudi Arabia,58.0,3625564.0,0.00002
2,2022,Singapore,164.0,717466.0,0.00023
2,2022,South Korea,1398.0,4755892.0,0.00029
2,2022,Sri Lanka,781.0,1936144.0,0.00040
2,2022,Syria,86.0,0.0,0.00000
2,2022,Taiwan,2.0,3980175.0,0.00000
2,2022,Tajikistan,0.0,0.0,0.00000
2,2022,Thailand,760.0,7090988.0,0.00011
2,2022,Timor,6.0,0.0,0.00000
2,2022,Turkey,7029.0,3649842.0,0.00193
2,2022,Turkmenistan,0.0,0.0,0.00000
2,2022,United Arab Emirates,58.0,491876.0,0.00012
2,2022,Uzbekistan,71.0,0.0,0.00000
2,2022,Vietnam,2475.0,5957496.0,0.00042
2,2022,Yemen,123.0,0.0,0.00000
3,2020,Afghanistan,4.0,0.0,0.00000
3,2020,Armenia,3.0,0.0,0.00000
3,2020,Azerbaijan,5.0,0.0,0.00000
3,2020,Bahrain,4.0,0.0,0.00000
3,2020,Bangladesh,5.0,0.0,0.00000
3,2020,Bhutan,0.0,0.0,0.00000
3,2020,Brunei,1.0,0.0,0.00000
3,2020,Cambodia,0.0,0.0,0.00000
3,2020,China,484.0,0.0,0.00000
3,2020,Georgia,0.0,0.0,0.00000
3,2020,Hong Kong,2.0,0.0,0.00000
3,2020,India,36.0,0.0,0.00000
3,2020,Indonesia,136.0,0.0,0.00000
3,2020,Iran,2855.0,0.0,0.00000
3,2020,Iraq,50.0,0.0,0.00000
3,2020,Israel,21.0,0.0,0.00000
3,2020,Japan,61.0,0.0,0.00000
3,2020,Jordan,5.0,0.0,0.00000
3,2020,Kazakhstan,2.0,0.0,0.00000
3,2020,Kuwait,0.0,0.0,0.00000
3,2020,Kyrgyzstan,0.0,0.0,0.00000
3,2020,Laos,0.0,0.0,0.00000
3,2020,Lebanon,12.0,0.0,0.00000
3,2020,Macao,0.0,0.0,0.00000
3,2020,Malaysia,48.0,0.0,0.00000
3,2020,Maldives,0.0,0.0,0.00000
3,2020,Mongolia,0.0,0.0,0.00000
3,2020,Myanmar,1.0,0.0,0.00000
3,2020,Nepal,0.0,0.0,0.00000
3,2020,Oman,1.0,0.0,0.00000
3,2020,Pakistan,27.0,0.0,0.00000
3,2020,Palestine,1.0,0.0,0.00000
3,2020,Philippines,89.0,0.0,0.00000
3,2020,Qatar,2.0,0.0,0.00000
3,2020,Saudi Arabia,10.0,0.0,0.00000
3,2020,Singapore,3.0,0.0,0.00000
3,2020,South Korea,146.0,0.0,0.00000
3,2020,Sri Lanka,2.0,0.0,0.00000
3,2020,Syria,2.0,0.0,0.00000
3,2020,Taiwan,4.0,0.0,0.00000
3,2020,Thailand,10.0,0.0,0.00000
3,2020,Timor,0.0,0.0,0.00000
3,2020,Turkey,214.0,0.0,0.00000
3,2020,United Arab Emirates,6.0,0.0,0.00000
3,2020,Uzbekistan,2.0,0.0,0.00000
3,2020,Vietnam,0.0,0.0,0.00000
3,2021,Afghanistan,41.0,0.0,0.00000
3,2021,Armenia,323.0,0.0,0.00000
3,2021,Azerbaijan,347.0,42090.0,0.00824
3,2021,Bahrain,72.0,259798.0,0.00028
3,2021,Bangladesh,638.0,70407.0,0.00906
3,2021,Bhutan,0.0,394765.0,0.00000
3,2021,Brunei,0.0,0.0,0.00000
3,2021,Cambodia,11.0,537265.0,0.00002
3,2021,China,8.0,39358000.0,0.00000
3,2021,Georgia,268.0,0.0,0.00000
3,2021,Hong Kong,6.0,484400.0,0.00001
3,2021,India,5770.0,50816630.0,0.00011
3,2021,Indonesia,4692.0,7330741.0,0.00064
3,2021,Iran,2592.0,0.0,0.00000
3,2021,Iraq,917.0,0.0,0.00000
3,2021,Israel,461.0,1939514.0,0.00024
3,2021,Japan,1279.0,745238.0,0.00172
3,2021,Jordan,2157.0,0.0,0.00000
3,2021,Kazakhstan,2523.0,0.0,0.00000
3,2021,Kuwait,230.0,0.0,0.00000
3,2021,Kyrgyzstan,34.0,0.0,0.00000
3,2021,Laos,0.0,0.0,0.00000
3,2021,Lebanon,1542.0,166856.0,0.00924
3,2021,Macao,0.0,36591.0,0.00000
3,2021,Malaysia,137.0,688781.0,0.00020
3,2021,Maldives,5.0,126301.0,0.00004
3,2021,Mongolia,6.0,243134.0,0.00002
3,2021,Myanmar,7.0,0.0,0.00000
3,2021,Nepal,256.0,0.0,0.00000
3,2021,North Korea,0.0,0.0,0.00000
3,2021,Northern Cyprus,0.0,0.0,0.00000
3,2021,Oman,108.0,3650.0,0.02959
3,2021,Pakistan,1634.0,0.0,0.00000
3,2021,Palestine,585.0,5124.0,0.11417
3,2021,Philippines,979.0,145741.0,0.00672
3,2021,Qatar,33.0,221871.0,0.00015
3,2021,Saudi Arabia,175.0,3299643.0,0.00005
3,2021,Singapore,1.0,888060.0,0.00000
3,2021,South Korea,130.0,899942.0,0.00014
3,2021,Sri Lanka,104.0,401060.0,0.00026
3,2021,Syria,238.0,0.0,0.00000
3,2021,Taiwan,1.0,14400.0,0.00007
3,2021,Tajikistan,0.0,0.0,0.00000
3,2021,Thailand,11.0,6943.0,0.00158
3,2021,Timor,0.0,0.0,0.00000
3,2021,Turkey,2968.0,6990311.0,0.00042
3,2021,Turkmenistan,0.0,0.0,0.00000
3,2021,United Arab Emirates,276.0,2288008.0,0.00012
3,2021,Uzbekistan,7.0,0.0,0.00000
3,2021,Vietnam,0.0,49743.0,0.00000
3,2021,Yemen,254.0,0.0,0.00000
3,2022,Afghanistan,72.0,0.0,0.00000
3,2022,Armenia,152.0,0.0,0.00000
3,2022,Azerbaijan,275.0,296571.0,0.00093
3,2022,Bahrain,17.0,0.0,0.00000
3,2022,Bangladesh,85.0,30821308.0,0.00000
3,2022,Bhutan,4.0,0.0,0.00000
3,2022,Brunei,83.0,0.0,0.00000
3,2022,Cambodia,22.0,1294325.0,0.00002
3,2022,China,13.0,141029000.0,0.00000
3,2022,Georgia,582.0,32214.0,0.01807
3,2022,Hong Kong,7081.0,2013689.0,0.00352
3,2022,India,7158.0,66768398.0,0.00011
3,2022,Indonesia,6754.0,23193705.0,0.00029
3,2022,Iran,3366.0,2724766.0,0.00124
3,2022,Iraq,175.0,0.0,0.00000
3,2022,Israel,287.0,52323.0,0.00549
3,2022,Japan,4454.0,26676506.0,0.00017
3,2022,Jordan,196.0,0.0,0.00000
3,2022,Kazakhstan,74.0,34367.0,0.00215
3,2022,Kuwait,16.0,0.0,0.00000
3,2022,Kyrgyzstan,30.0,162076.0,0.00019
3,2022,Laos,45.0,86393.0,0.00052
3,2022,Lebanon,212.0,88827.0,0.00239
3,2022,Macao,0.0,92737.0,0.00000
3,2022,Malaysia,2234.0,1682632.0,0.00133
3,2022,Maldives,1.0,9175.0,0.00011
3,2022,Mongolia,12.0,4471.0,0.00268
3,2022,Myanmar,62.0,0.0,0.00000
3,2022,Nepal,15.0,1880913.0,0.00001
3,2022,North Korea,0.0,0.0,0.00000
3,2022,Northern Cyprus,0.0,0.0,0.00000
3,2022,Oman,6.0,0.0,0.00000
3,2022,Pakistan,163.0,2802808.0,0.00006
3,2022,Palestine,154.0,0.0,0.00000
3,2022,Philippines,2798.0,0.0,0.00000
3,2022,Qatar,7.0,202025.0,0.00003
3,2022,Saudi Arabia,47.0,0.0,0.00000
3,2022,Singapore,249.0,327517.0,0.00076
3,2022,South Korea,8420.0,1686213.0,0.00499
3,2022,Sri Lanka,255.0,758833.0,0.00034
3,2022,Syria,66.0,0.0,0.00000
3,2022,Taiwan,0.0,1968308.0,0.00000
3,2022,Tajikistan,0.0,0.0,0.00000
3,2022,Thailand,2197.0,5708050.0,0.00038
3,2022,Timor,2.0,0.0,0.00000
3,2022,Turkey,3588.0,1363751.0,0.00263
3,2022,Turkmenistan,0.0,0.0,0.00000
3,2022,United Arab Emirates,1.0,44557.0,0.00002
3,2022,Uzbekistan,2.0,0.0,0.00000
3,2022,Vietnam,2241.0,4634588.0,0.00048
3,2022,Yemen,8.0,0.0,0.00000
4,2020,Afghanistan,56.0,0.0,0.00000
4,2020,Armenia,29.0,0.0,0.00000
4,2020,Azerbaijan,19.0,0.0,0.00000
4,2020,Bahrain,4.0,0.0,0.00000
4,2020,Bangladesh,163.0,0.0,0.00000
4,2020,Bhutan,0.0,0.0,0.00000
4,2020,Brunei,0.0,0.0,0.00000
4,2020,Cambodia,0.0,0.0,0.00000
4,2020,China,79.0,0.0,0.00000
4,2020,Georgia,6.0,0.0,0.00000
4,2020,Hong Kong,0.0,0.0,0.00000
4,2020,India,1119.0,0.0,0.00000
4,2020,Indonesia,656.0,0.0,0.00000
4,2020,Iran,3130.0,0.0,0.00000
4,2020,Iraq,43.0,0.0,0.00000
4,2020,Israel,204.0,0.0,0.00000
4,2020,Japan,414.0,0.0,0.00000
4,2020,Jordan,3.0,0.0,0.00000
4,2020,Kazakhstan,23.0,0.0,0.00000
4,2020,Kuwait,26.0,0.0,0.00000
4,2020,Kyrgyzstan,8.0,0.0,0.00000
4,2020,Laos,0.0,0.0,0.00000
4,2020,Lebanon,12.0,0.0,0.00000
4,2020,Macao,0.0,0.0,0.00000
4,2020,Malaysia,55.0,0.0,0.00000
4,2020,Maldives,1.0,0.0,0.00000
4,2020,Mongolia,0.0,0.0,0.00000
4,2020,Myanmar,5.0,0.0,0.00000
4,2020,Nepal,0.0,0.0,0.00000
4,2020,North Korea,0.0,0.0,0.00000
4,2020,Oman,10.0,0.0,0.00000
4,2020,Pakistan,390.0,0.0,0.00000
4,2020,Palestine,1.0,0.0,0.00000
4,2020,Philippines,480.0,0.0,0.00000
4,2020,Qatar,8.0,0.0,0.00000
4,2020,Saudi Arabia,152.0,0.0,0.00000
4,2020,Singapore,12.0,0.0,0.00000
4,2020,South Korea,86.0,0.0,0.00000
4,2020,Sri Lanka,5.0,0.0,0.00000
4,2020,Syria,1.0,0.0,0.00000
4,2020,Taiwan,1.0,0.0,0.00000
4,2020,Thailand,44.0,0.0,0.00000
4,2020,Timor,0.0,0.0,0.00000
4,2020,Turkey,2960.0,0.0,0.00000
4,2020,United Arab Emirates,99.0,0.0,0.00000
4,2020,Uzbekistan,7.0,0.0,0.00000
4,2020,Vietnam,0.0,0.0,0.00000
4,2020,Yemen,2.0,0.0,0.00000
4,2021,Afghanistan,141.0,0.0,0.00000
4,2021,Armenia,593.0,0.0,0.00000
4,2021,Azerbaijan,950.0,631855.0,0.00150
4,2021,Bahrain,125.0,468853.0,0.00027
4,2021,Bangladesh,2404.0,1247104.0,0.00193
4,2021,Bhutan,0.0,85657.0,0.00000
4,2021,Brunei,0.0,12790.0,0.00000
4,2021,Cambodia,82.0,1515485.0,0.00005
4,2021,China,3.0,145243000.0,0.00000
4,2021,Georgia,332.0,19531.0,0.01700
4,2021,Hong Kong,4.0,908694.0,0.00000
4,2021,India,48926.0,77932654.0,0.00063
4,2021,Indonesia,4663.0,8210431.0,0.00057
4,2021,Iran,9093.0,201060.0,0.04523
4,2021,Iraq,1142.0,9985.0,0.11437
4,2021,Israel,154.0,418793.0,0.00037
4,2021,Japan,1067.0,3064756.0,0.00035
4,2021,Jordan,1978.0,0.0,0.00000
4,2021,Kazakhstan,649.0,488791.0,0.00133
4,2021,Kuwait,250.0,0.0,0.00000
4,2021,Kyrgyzstan,104.0,205.0,0.50732
4,2021,Laos,0.0,10505.0,0.00000
4,2021,Lebanon,1044.0,176321.0,0.00592
4,2021,Macao,0.0,53119.0,0.00000
4,2021,Malaysia,234.0,757774.0,0.00031
4,2021,Maldives,6.0,140160.0,0.00004
4,2021,Mongolia,110.0,397476.0,0.00028
4,2021,Myanmar,3.0,0.0,0.00000
4,2021,Nepal,249.0,232902.0,0.00107
4,2021,North Korea,0.0,0.0,0.00000
4,2021,Northern Cyprus,0.0,0.0,0.00000
4,2021,Oman,332.0,0.0,0.00000
4,2021,Pakistan,3427.0,0.0,0.00000
4,2021,Palestine,622.0,108555.0,0.00573
4,2021,Philippines,3937.0,688736.0,0.00572
4,2021,Qatar,167.0,739719.0,0.00023
4,2021,Saudi Arabia,288.0,4911419.0,0.00006
4,2021,Singapore,0.0,1346631.0,0.00000
4,2021,South Korea,96.0,2754562.0,0.00003
4,2021,Sri Lanka,110.0,30756.0,0.00358
4,2021,Syria,327.0,0.0,0.00000
4,2021,Taiwan,2.0,39022.0,0.00005
4,2021,Tajikistan,0.0,0.0,0.00000
4,2021,Thailand,109.0,1265709.0,0.00009
4,2021,Timor,3.0,0.0,0.00000
4,2021,Turkey,8594.0,6982104.0,0.00123
4,2021,Turkmenistan,0.0,0.0,0.00000
4,2021,United Arab Emirates,90.0,1992738.0,0.00005
4,2021,Uzbekistan,20.0,78652.0,0.00025
4,2021,Vietnam,0.0,469519.0,0.00000
4,2021,Yemen,338.0,0.0,0.00000
4,2022,Afghanistan,13.0,383.0,0.03394
4,2022,Armenia,9.0,0.0,0.00000
4,2022,Azerbaijan,17.0,103374.0,0.00016
4,2022,Bahrain,4.0,541.0,0.00739
4,2022,Bangladesh,5.0,1534602.0,0.00000
4,2022,Bhutan,11.0,0.0,0.00000
4,2022,Brunei,10.0,0.0,0.00000
4,2022,Cambodia,2.0,697310.0,0.00000
4,2022,China,389.0,73654000.0,0.00001
4,2022,Georgia,62.0,12472.0,0.00497
4,2022,Hong Kong,1483.0,914095.0,0.00162
4,2022,India,2662.0,36280908.0,0.00007
4,2022,Indonesia,1168.0,14746552.0,0.00008
4,2022,Iran,879.0,896601.0,0.00098
4,2022,Iraq,47.0,16843.0,0.00279
4,2022,Israel,210.0,41730.0,0.00503
4,2022,Japan,1447.0,15288375.0,0.00009
4,2022,Jordan,33.0,0.0,0.00000
4,2022,Kazakhstan,2.0,0.0,0.00000
4,2022,Kuwait,1.0,4709.0,0.00021
4,2022,Kyrgyzstan,3.0,84877.0,0.00004
4,2022,Laos,79.0,129937.0,0.00061
4,2022,Lebanon,83.0,315551.0,0.00026
4,2022,Macao,0.0,43188.0,0.00000
4,2022,Malaysia,564.0,1419829.0,0.00040
4,2022,Maldives,0.0,0.0,0.00000
4,2022,Mongolia,2.0,3034.0,0.00066
4,2022,Myanmar,4.0,0.0,0.00000
4,2022,Nepal,0.0,1066608.0,0.00000
4,2022,Northern Cyprus,0.0,0.0,0.00000
4,2022,Oman,8.0,0.0,0.00000
4,2022,Pakistan,10.0,2478766.0,0.00000
4,2022,Palestine,2.0,0.0,0.00000
4,2022,Philippines,1092.0,490686.0,0.00223
4,2022,Qatar,0.0,68326.0,0.00000
4,2022,Saudi Arabia,43.0,0.0,0.00000
4,2022,Singapore,67.0,204485.0,0.00033
4,2022,South Korea,6285.0,2335760.0,0.00269
4,2022,Sri Lanka,27.0,0.0,0.00000
4,2022,Syria,9.0,0.0,0.00000
4,2022,Taiwan,12.0,2054479.0,0.00001
4,2022,Tajikistan,0.0,0.0,0.00000
4,2022,Thailand,3396.0,3713683.0,0.00091
4,2022,Timor,0.0,0.0,0.00000
4,2022,Turkey,738.0,376000.0,0.00196
4,2022,Turkmenistan,0.0,0.0,0.00000
4,2022,United Arab Emirates,0.0,0.0,0.00000
4,2022,Uzbekistan,0.0,0.0,0.00000
4,2022,Vietnam,548.0,5230588.0,0.00010
4,2022,Yemen,6.0,0.0,0.00000
5,2020,Afghanistan,194.0,0.0,0.00000
5,2020,Armenia,99.0,0.0,0.00000
5,2020,Azerbaijan,39.0,0.0,0.00000
5,2020,Bahrain,11.0,0.0,0.00000
5,2020,Bangladesh,482.0,0.0,0.00000
5,2020,Bhutan,0.0,0.0,0.00000
5,2020,Brunei,1.0,0.0,0.00000
5,2020,Cambodia,0.0,0.0,0.00000
5,2020,China,11.0,0.0,0.00000
5,2020,Georgia,6.0,0.0,0.00000
5,2020,Hong Kong,0.0,0.0,0.00000
5,2020,India,4254.0,0.0,0.00000
5,2020,Indonesia,821.0,0.0,0.00000
5,2020,Iran,1769.0,0.0,0.00000
5,2020,Iraq,112.0,0.0,0.00000
5,2020,Israel,62.0,0.0,0.00000
5,2020,Japan,417.0,0.0,0.00000
5,2020,Jordan,1.0,0.0,0.00000
5,2020,Kazakhstan,16.0,0.0,0.00000
5,2020,Kuwait,186.0,0.0,0.00000
5,2020,Kyrgyzstan,8.0,0.0,0.00000
5,2020,Laos,0.0,0.0,0.00000
5,2020,Lebanon,3.0,0.0,0.00000
5,2020,Macao,0.0,0.0,0.00000
5,2020,Malaysia,12.0,0.0,0.00000
5,2020,Maldives,4.0,0.0,0.00000
5,2020,Mongolia,0.0,0.0,0.00000
5,2020,Myanmar,0.0,0.0,0.00000
